season,date,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,probPredWinner,actualWinner,predImpWinner,probPred,impPred,proj1Result,proj2Result,xg1Result,xg2Result,nsxg1Result,nsxg2Result
2020,2020-10-03,Major League Soccer,FC Dallas,Columbus Crew,38.59,43.51,0.4088,0.3175,0.2736,1.27,1.09,20.1,25.7,2.0,2.0,2.13,2.13,2.12,1.43,team1,tie,team2,0,0,0,0,1,1,1,0
2020,2020-10-03,Mexican Primera Division Torneo Apertura,Club América,Pumas Unam,49.61,44.32,0.4805,0.2579,0.2616,1.6,1.11,12.0,6.5,2.0,2.0,2.65,0.73,1.49,1.1,team1,tie,team1,0,0,1,0,0,0,0,0
2020,2020-10-03,Major League Soccer,Seattle Sounders FC,Vancouver Whitecaps,48.53,21.29,0.8081,0.0575,0.1344,2.48,0.51,18.7,14.6,3.0,1.0,2.94,1.01,3.47,0.53,team1,team1,team1,1,1,0,1,1,1,1,1
2020,2020-10-03,Major League Soccer,San Jose Earthquakes,Los Angeles Galaxy,32.23,41.89,0.3731,0.4064,0.2205,1.69,1.77,23.1,27.0,2.0,1.0,1.97,1.24,0.8,0.97,team2,team1,team2,0,0,1,0,1,1,0,1
2020,2020-10-04,Spanish Primera Division,Osasuna,Celta Vigo,67.33,70.92,0.4013,0.3043,0.2944,1.23,1.03,29.7,20.8,2.0,0.0,0.93,0.5,1.46,0.88,team1,team1,team1,1,1,0,0,0,1,0,0
2020,2020-10-04,Dutch Eredivisie,FC Groningen,Ajax,41.39,75.14,0.1317,0.6329,0.2354,0.71,1.87,16.8,76.3,1.0,0.0,0.94,1.67,0.77,2.44,team2,team1,team2,0,0,1,0,1,0,1,0
2020,2020-10-04,Italy Serie A,Atalanta,Cagliari,79.97,55.76,0.7495,0.0847,0.1658,2.43,0.69,67.6,31.1,5.0,2.0,3.31,0.86,2.8,1.84,team1,team1,team1,1,1,0,0,0,0,0,1
2020,2020-10-04,Barclays Premier League,Southampton,West Bromwich Albion,71.66,58.44,0.5561,0.2039,0.24,1.76,0.97,26.0,42.8,2.0,0.0,0.98,0.18,0.83,0.57,team1,team1,team2,1,0,1,0,0,1,0,0
2020,2020-10-04,Barclays Premier League,Leicester City,West Ham United,81.71,71.38,0.5933,0.1875,0.2192,1.99,1.02,59.7,20.0,0.0,3.0,0.58,2.06,0.98,1.26,team1,team2,team1,0,0,0,0,0,0,0,0
2020,2020-10-04,French Ligue 1,Montpellier,Nimes,62.19,55.08,0.5082,0.24100000000000002,0.2508,1.7,1.09,27.9,22.7,0.0,1.0,0.7,0.59,1.78,0.43,team1,team2,team1,0,0,0,1,0,1,0,0
2020,2020-10-04,German 2. Bundesliga,Holstein Kiel,Fortuna Düsseldorf,35.58,49.41,0.2563,0.4897,0.254,1.26,1.82,35.6,59.6,2.0,1.0,2.28,1.03,0.81,1.82,team2,team1,team2,0,0,0,0,1,1,0,0
2020,2020-10-04,German 2. Bundesliga,Würzburger Kickers,SpVgg Greuther Fürth,24.93,32.5,0.3247,0.3817,0.2936,1.21,1.34,43.3,28.0,2.0,2.0,2.25,0.91,0.43,1.06,team2,tie,team1,0,0,0,0,1,0,0,0
2020,2020-10-04,Spanish Primera Division,Alavés,Athletic Bilbao,62.26,68.78,0.3766,0.322,0.3014,1.15,1.04,47.2,29.9,1.0,0.0,0.61,0.6,1.3,1.02,tie,team1,team1,0,1,1,0,1,0,1,0
2020,2020-10-04,Dutch Eredivisie,Sparta,AZ,36.65,60.22,0.2343,0.5069,0.2588,1.1,1.74,35.2,39.3,4.0,4.0,1.57,3.33,1.5,1.27,team2,tie,team2,0,0,0,0,0,0,0,0
2020,2020-10-04,Dutch Eredivisie,Willem II,Feyenoord,44.11,57.87,0.3096,0.4302,0.2602,1.38,1.67,16.1,37.4,1.0,4.0,0.78,1.83,1.07,1.48,team2,team2,team2,1,1,1,0,1,0,1,0
2020,2020-10-04,Italy Serie B,Pisa,Cremonese,21.94,23.77,0.4083,0.2826,0.3092,1.4,1.12,34.5,29.2,1.0,1.0,0.75,0.43,1.26,1.06,tie,tie,team1,1,0,1,1,1,0,1,1
2020,2020-10-04,French Ligue 1,Metz,Lorient,55.85,51.97,0.4464,0.2734,0.2802,1.4,1.03,30.9,37.0,3.0,1.0,1.61,0.85,1.97,0.73,team1,team1,team2,1,0,0,1,0,1,0,1
2020,2020-10-04,Barclays Premier League,Wolverhampton,Fulham,76.14,59.94,0.5636,0.1843,0.2521,1.64,0.82,20.2,42.3,1.0,0.0,1.1,0.96,0.9,1.11,team1,team1,team2,1,0,0,0,1,0,1,0
2020,2020-10-04,French Ligue 1,Brest,AS Monaco,56.71,66.95,0.3087,0.4525,0.2388,1.45,1.8,21.5,44.8,1.0,0.0,0.81,1.79,0.87,1.77,team2,team1,team2,0,0,1,0,1,0,1,0
2020,2020-10-04,Italy Serie A,Benevento,Bologna,54.71,59.71,0.3723,0.3547,0.273,1.37,1.33,35.5,25.1,1.0,0.0,0.92,1.93,0.96,1.51,team1,team1,team1,1,1,1,0,1,0,1,0
2020,2020-10-04,Italy Serie A,Lazio,Internazionale,72.09,84.16,0.2566,0.5176,0.2258,1.41,2.06,48.4,70.0,1.0,1.0,1.16,0.71,1.38,2.43,team2,tie,team2,0,0,1,0,1,1,1,0
2020,2020-10-04,Barclays Premier League,Arsenal,Sheffield United,78.69,66.93,0.5815,0.1772,0.2413,1.73,0.84,42.2,38.5,2.0,1.0,0.61,0.2,0.8,0.73,team1,team1,team1,1,1,1,1,0,0,0,1
2020,2020-10-04,English League Championship,Brentford,Preston North End,62.33,48.14,0.5746,0.1629,0.2625,1.66,0.75,46.1,16.2,2.0,4.0,1.53,1.78,0.77,1.5,team1,team2,team1,0,0,1,0,1,0,0,0
2020,2020-10-04,French Ligue 1,Bordeaux,Dijon FCO,59.16,48.62,0.5011,0.2193,0.2796,1.44,0.85,24.0,40.9,3.0,0.0,1.77,0.25,1.05,0.47,team1,team1,team2,1,0,0,0,0,1,0,1
2020,2020-10-04,French Ligue 1,Strasbourg,Lille,58.22,71.19,0.2705,0.4475,0.2821,1.01,1.38,27.5,51.4,0.0,3.0,1.14,1.77,2.53,1.09,team2,team2,team2,1,1,0,0,0,0,0,0
2020,2020-10-04,Italy Serie A,Parma,Verona,55.17,58.63,0.3964,0.3315,0.272,1.43,1.28,37.2,27.5,1.0,0.0,1.14,0.73,0.83,1.49,team1,team1,team1,1,1,1,0,1,0,1,0
2020,2020-10-04,German Bundesliga,VfL Wolfsburg,FC Augsburg,72.23,63.91,0.5169,0.2135,0.2696,1.53,0.88,28.8,20.3,0.0,0.0,1.42,1.5,2.19,1.03,team1,tie,team1,0,0,0,0,0,0,0,0
2020,2020-10-04,Brasileiro Série A,Botafogo,Fluminense,42.46,51.57,0.3871,0.3392,0.2737,1.24,1.15,49.4,18.9,1.0,1.0,2.0,0.3,1.56,0.99,team1,tie,team1,0,0,1,1,0,0,0,1
2020,2020-10-04,English League Championship,Stoke City,Birmingham,53.34,44.74,0.4999,0.2262,0.27399999999999997,1.57,0.97,22.3,14.9,1.0,1.0,1.15,0.16,1.42,0.52,team1,tie,team1,0,0,0,1,1,0,1,1
2020,2020-10-04,Portuguese Liga,C.D. Nacional,Belenenses,42.55,39.61,0.4804,0.2523,0.2673,1.43,0.96,30.5,34.9,0.0,0.0,1.01,0.74,1.03,0.81,team1,tie,team2,0,0,0,0,0,0,0,0
2020,2020-10-04,Dutch Eredivisie,PSV,Fortuna Sittard,63.67,31.84,0.8186,0.0449,0.1365,2.58,0.45,64.1,40.9,2.0,0.0,1.33,1.03,1.34,1.68,team1,team1,team1,1,1,0,1,0,0,0,0
2020,2020-10-04,French Ligue 1,Stade Rennes,Reims,68.66,54.24,0.5958,0.1475,0.2567,1.61,0.65,57.9,32.3,2.0,2.0,2.18,0.99,1.78,0.66,team1,tie,team1,0,0,1,0,1,0,1,0
2020,2020-10-04,Barclays Premier League,Manchester United,Tottenham Hotspur,83.96,78.87,0.5211,0.24600000000000002,0.2329,1.86,1.21,59.7,42.9,1.0,6.0,0.93,3.75,0.85,1.46,team1,team2,team1,0,0,0,0,1,0,1,0
2020,2020-10-04,Italy Serie A,AC Milan,Spezia,79.82,51.98,0.7842,0.0616,0.1543,2.41,0.52,62.6,34.9,3.0,0.0,2.56,0.15,2.13,0.35,team1,team1,team1,1,1,0,0,1,1,0,1
2020,2020-10-04,German Bundesliga,Bayern Munich,Hertha Berlin,94.33,68.37,0.8733,0.034,0.0927,3.15,0.52,75.7,34.5,4.0,3.0,4.33,1.07,2.94,0.67,team1,team1,team1,1,1,0,0,1,0,0,0
2020,2020-10-04,Spanish Primera Division,Cadiz,Granada,64.51,71.33,0.3558,0.36,0.2842,1.21,1.22,33.6,26.7,1.0,1.0,1.17,0.73,1.01,1.12,team2,tie,team1,0,0,1,1,1,1,1,1
2020,2020-10-04,Mexican Primera Division Torneo Apertura,Toluca,Cruz Azul,37.28,55.94,0.2682,0.4844,0.2474,1.25,1.75,40.2,13.1,2.0,0.0,0.94,2.6,0.91,3.07,team2,team1,team1,0,1,0,0,0,0,0,0
2020,2020-10-04,Portuguese Liga,Famalicao,Rio Ave,44.48,52.79,0.3651,0.3653,0.2695,1.25,1.25,22.9,26.8,1.0,1.0,1.58,0.86,0.52,1.54,team2,tie,team2,0,0,1,1,0,1,1,0
2020,2020-10-04,Portuguese Liga,Benfica,SC Farense,77.02,40.81,0.8761,0.0283,0.0955,2.83,0.36,77.2,36.9,3.0,2.0,1.85,1.96,1.83,1.01,team1,team1,team1,1,1,1,0,0,1,0,0
2020,2020-10-04,Barclays Premier League,Aston Villa,Liverpool,69.04,91.44,0.1201,0.7,0.18,0.85,2.33,20.9,79.6,7.0,2.0,3.23,2.01,1.4,2.22,team2,team1,team2,0,0,0,1,0,1,0,1
2020,2020-10-04,Brasileiro Série A,Flamengo,Atlético Paranaense,70.01,52.75,0.6899,0.1066,0.2036,1.89,0.58,84.0,20.7,3.0,1.0,2.1,0.93,1.79,0.65,team1,team1,team1,1,1,0,1,0,1,0,1
2020,2020-10-04,Italy Serie B,Cittadella,Brescia,27.07,39.21,0.297,0.4209,0.2822,1.34,1.64,27.1,54.2,3.0,0.0,0.58,0.71,0.98,1.63,team2,team1,team2,0,0,0,0,0,0,0,0
2020,2020-10-04,Brasileiro Série A,Coritiba,São Paulo,39.7,58.52,0.2877,0.4349,0.2774,0.99,1.29,47.6,22.4,1.0,1.0,0.13,1.69,0.14,2.18,team2,tie,team1,0,0,1,1,0,0,0,0
2020,2020-10-04,French Ligue 1,Lyon,Marseille,75.95,65.03,0.5698,0.1851,0.2451,1.74,0.88,64.1,42.7,1.0,1.0,3.08,0.48,2.39,0.26,team1,tie,team1,0,0,0,1,0,0,0,0
2020,2020-10-04,Portuguese Liga,Portimonense,Sporting CP,45.11,60.73,0.2675,0.4602,0.2723,0.98,1.38,26.1,61.7,0.0,2.0,0.88,1.82,1.41,1.52,team2,team2,team2,1,1,0,0,0,1,0,1
2020,2020-10-04,Brasileiro Série A,Bahía,Sport Recife,47.94,43.11,0.5103,0.2391,0.2506,1.56,0.99,43.1,38.5,1.0,2.0,2.86,1.05,2.01,0.96,team1,team2,team1,0,0,0,0,0,0,0,0
2020,2020-10-04,Brasileiro Série A,Goiás,Santos,40.47,55.61,0.3331,0.4134,0.2534,1.27,1.44,47.6,12.6,2.0,3.0,0.98,2.62,0.63,1.05,team2,team2,team1,1,0,0,0,0,1,0,0
2020,2020-10-04,Brasileiro Série A,Fortaleza,Atlético Goianiense,48.05,43.76,0.4758,0.2458,0.2784,1.33,0.87,27.8,43.7,0.0,0.0,1.06,0.39,1.68,0.87,team1,tie,team2,0,0,0,0,0,1,0,0
2020,2020-10-04,Mexican Primera Division Torneo Apertura,FC Juárez,Pachuca,38.7,50.68,0.3257,0.3725,0.3018,1.07,1.17,41.8,9.5,1.0,1.0,1.15,1.25,0.87,1.7,tie,tie,team1,1,0,1,1,1,1,1,0
2020,2020-10-05,German 2. Bundesliga,1. FC Nürnberg,SV Darmstadt 98,36.72,35.15,0.4247,0.2908,0.2845,1.47,1.17,34.7,21.8,2.0,3.0,1.01,1.63,0.48,1.92,team1,team2,team1,0,0,0,0,0,0,0,0
2020,2020-10-06,Major League Soccer,Nashville SC,Minnesota United FC,30.72,39.16,0.4081,0.3223,0.2695,1.3,1.12,31.2,14.8,0.0,0.0,1.75,1.3,1.53,1.27,team1,tie,team1,0,0,0,0,0,0,0,0
2020,2020-10-07,Brasileiro Série A,Corinthians,Santos,49.41,56.25,0.4047,0.3222,0.2731,1.28,1.11,34.8,10.3,1.0,1.0,0.59,0.86,1.24,0.66,team1,tie,team1,0,0,1,1,1,1,1,1
2020,2020-10-07,Brasileiro Série A,Flamengo,Sport Recife,70.3,43.09,0.8122,0.0549,0.1329,2.49,0.5,72.2,25.2,3.0,0.0,2.67,1.02,2.06,1.49,team1,team1,team1,1,1,0,1,1,0,0,0
2020,2020-10-07,Brasileiro Série A,Bahía,Vasco da Gama,47.92,46.53,0.4902,0.2608,0.249,1.57,1.07,46.6,25.4,3.0,0.0,1.69,0.44,1.3,0.6,team1,team1,team1,1,1,0,0,0,1,0,0
2020,2020-10-07,Brasileiro Série A,Grêmio,Coritiba,64.0,38.63,0.6802,0.1148,0.205,1.9,0.63,12.6,49.9,2.0,1.0,0.88,0.94,0.9,1.05,team1,team1,team2,1,0,1,1,0,1,0,1
2020,2020-10-07,Major League Soccer,New York Red Bulls,Inter Miami CF,39.07,42.93,0.4215,0.3291,0.2494,1.48,1.28,21.0,34.1,1.0,2.0,1.53,0.93,1.45,2.09,team1,team2,team2,0,1,1,0,0,0,1,1
2020,2020-10-07,Major League Soccer,Atlanta United FC,Orlando City SC,40.27,41.64,0.4768,0.2724,0.2508,1.53,1.09,24.2,12.2,0.0,0.0,0.48,1.55,0.79,1.2,team1,tie,team1,0,0,0,0,1,0,0,0
2020,2020-10-07,Major League Soccer,New England Revolution,Toronto FC,41.5,48.88,0.3909,0.3569,0.2522,1.4,1.33,6.3,24.9,0.0,1.0,1.98,1.2,2.19,0.69,team1,team2,team2,0,1,0,1,0,1,0,1
2020,2020-10-07,Major League Soccer,Philadelphia Union,FC Cincinnati,46.75,24.63,0.6951,0.1015,0.2034,1.87,0.55,12.6,19.8,3.0,0.0,1.28,0.55,2.15,0.39,team1,team1,team2,1,0,0,0,0,0,0,1
2020,2020-10-07,Brasileiro Série A,Goiás,Fluminense,39.82,50.63,0.3698,0.3726,0.2576,1.32,1.33,45.4,18.1,2.0,4.0,1.83,0.65,1.38,1.4,team2,team2,team1,1,0,0,0,1,0,0,0
2020,2020-10-07,Brasileiro Série A,São Paulo,Atlético Goianiense,59.6,43.77,0.5947,0.1586,0.2467,1.58,0.68,19.3,38.6,3.0,0.0,3.41,0.88,1.6,1.8,team1,team1,team2,1,0,0,0,1,0,0,0
2020,2020-10-07,Major League Soccer,Columbus Crew,Montreal Impact,43.58,28.07,0.6414,0.1458,0.2128,1.88,0.76,22.3,31.4,1.0,2.0,1.67,2.23,2.26,0.45,team1,team2,team2,0,1,0,0,0,1,0,0
2020,2020-10-07,Major League Soccer,Houston Dynamo,FC Dallas,36.23,38.93,0.4535,0.3065,0.2399,1.62,1.29,26.0,19.1,2.0,0.0,1.88,2.22,0.76,3.21,team1,team1,team1,1,1,1,0,1,0,0,0
2020,2020-10-07,Major League Soccer,New York City FC,DC United,47.09,24.56,0.7081,0.09699999999999999,0.1949,1.94,0.55,7.3,9.1,4.0,1.0,5.1,1.24,3.12,0.64,team1,team1,team2,1,0,0,1,0,1,0,1
2020,2020-10-07,Brasileiro Série A,Fortaleza,Atletico Mineiro,48.08,60.44,0.2952,0.4433,0.2615,1.11,1.42,27.2,68.3,2.0,1.0,0.98,1.51,0.94,1.14,team2,team1,team2,0,0,0,1,0,0,0,1
2020,2020-10-07,Major League Soccer,Sporting Kansas City,Chicago Fire,41.62,42.23,0.4591,0.311,0.2299,1.73,1.39,7.1,26.7,1.0,0.0,1.29,1.29,1.09,0.73,team1,team1,team2,1,0,0,0,1,0,1,0
2020,2020-10-07,Brasileiro Série A,Botafogo,Palmeiras,43.39,64.24,0.2524,0.4914,0.2562,1.0,1.51,48.4,44.8,2.0,1.0,1.82,2.41,1.05,1.61,team2,team1,team1,0,1,0,0,1,0,0,0
2020,2020-10-07,Major League Soccer,Seattle Sounders FC,Real Salt Lake,48.94,34.64,0.606,0.1704,0.2236,1.8,0.83,19.3,31.7,2.0,1.0,2.02,0.42,1.45,0.43,team1,team1,team2,1,0,1,1,1,0,0,0
2020,2020-10-07,Major League Soccer,San Jose Earthquakes,Vancouver Whitecaps,32.69,21.09,0.6339,0.1695,0.1966,2.13,1.0,27.7,14.2,3.0,0.0,2.57,0.5,1.64,0.77,team1,team1,team1,1,1,0,0,1,1,0,0
2020,2020-10-07,Major League Soccer,Los Angeles Galaxy,Portland Timbers,41.3,38.67,0.5327,0.2565,0.2108,2.03,1.36,33.8,6.4,3.0,6.0,1.57,2.63,1.67,1.58,team1,team2,team1,0,0,0,0,0,0,0,0
2020,2020-10-08,Brasileiro Série A,Atlético Paranaense,Ceará,52.51,46.75,0.5014,0.2244,0.2742,1.37,0.82,30.8,37.0,0.0,0.0,0.61,0.66,0.56,0.45,team1,tie,team2,0,0,0,0,0,0,0,1
2020,2020-10-08,Brasileiro Série A,Bragantino,Internacional,47.6,59.18,0.3501,0.375,0.2749,1.16,1.21,43.2,24.5,0.0,2.0,0.42,0.96,0.82,0.62,team2,team2,team1,1,0,0,0,1,0,0,0
2020,2020-10-10,Brasileiro Série A,Vasco da Gama,Flamengo,45.06,70.37,0.1766,0.6164,0.207,0.98,2.01,29.4,85.4,1.0,2.0,1.08,0.68,0.95,1.04,team2,team2,team2,1,1,1,1,1,0,1,0
2020,2020-10-10,Major League Soccer,Inter Miami CF,Houston Dynamo,43.65,35.59,0.5688,0.2074,0.2238,1.83,1.01,35.7,33.9,1.0,0.0,1.86,0.47,1.25,0.68,team1,team1,team1,1,1,0,0,0,1,1,0
2020,2020-10-10,Brasileiro Série A,Coritiba,Fortaleza,39.95,48.47,0.3852,0.3185,0.2963,1.11,0.98,48.4,22.4,0.0,0.0,0.96,1.43,0.68,1.16,team1,tie,team1,0,0,0,0,0,0,0,0
2020,2020-10-10,Major League Soccer,Atlanta United FC,New York Red Bulls,39.08,38.42,0.4962,0.2546,0.2493,1.56,1.04,36.2,28.1,0.0,1.0,0.32,0.22,1.14,0.43,team1,team2,team1,0,0,0,1,1,0,0,0
2020,2020-10-10,Major League Soccer,Vancouver Whitecaps,Real Salt Lake,20.48,34.36,0.2914,0.4532,0.2554,1.12,1.47,8.4,31.0,2.0,1.0,0.82,0.89,0.83,1.76,team2,team1,team2,0,0,0,1,0,1,0,0
2020,2020-10-11,Brasileiro Série A,Fluminense,Bahía,50.65,49.43,0.4494,0.2905,0.2601,1.44,1.1,15.8,34.3,1.0,0.0,1.07,0.6,1.0,0.81,team1,team1,team2,1,0,1,0,1,0,1,0
2020,2020-10-11,Brasileiro Série A,Santos,Grêmio,56.25,62.68,0.3802,0.3506,0.2692,1.26,1.2,8.5,14.8,2.0,1.0,2.24,0.69,1.27,0.94,team1,team1,team2,1,0,0,1,1,1,0,1
2020,2020-10-11,Major League Soccer,New York City FC,New England Revolution,48.66,41.73,0.5395,0.2196,0.2408,1.65,0.96,6.2,9.3,1.0,2.0,1.38,1.88,3.03,0.82,team1,team2,team2,0,1,0,0,1,1,0,0
2020,2020-10-11,Brasileiro Série A,Atlético Goianiense,Bragantino,42.97,46.6,0.4153,0.32,0.2647,1.35,1.15,49.8,49.5,2.0,1.0,1.96,1.4,1.58,0.96,team1,team1,team1,1,1,0,1,1,1,1,1
2020,2020-10-11,Brasileiro Série A,Sport Recife,Botafogo,43.04,44.21,0.4306,0.3092,0.2603,1.41,1.15,36.1,48.2,1.0,2.0,1.36,1.45,1.25,0.81,team1,team2,team2,0,1,1,0,1,0,1,0
2020,2020-10-11,Major League Soccer,Los Angeles FC,Seattle Sounders FC,53.4,49.2,0.5003,0.2813,0.2184,1.91,1.39,12.4,27.0,3.0,1.0,1.07,2.23,1.31,2.42,team1,team1,team2,1,0,0,1,0,0,0,0
2020,2020-10-11,Major League Soccer,Philadelphia Union,Montreal Impact,47.32,29.39,0.6642,0.1408,0.195,2.07,0.83,16.4,26.0,2.0,1.0,1.13,0.38,1.38,0.34,team1,team1,team2,1,0,1,1,0,0,0,0
2020,2020-10-11,Major League Soccer,Sporting Kansas City,Nashville SC,41.55,30.77,0.5497,0.1974,0.2529,1.54,0.81,3.2,31.5,2.0,1.0,1.44,0.47,1.97,0.87,team1,team1,team2,1,0,1,1,0,0,1,1
2020,2020-10-11,Major League Soccer,FC Cincinnati,Toronto FC,24.17,48.54,0.2243,0.5313,0.2444,0.96,1.62,11.8,29.3,0.0,1.0,0.46,0.73,0.73,1.15,team2,team2,team2,1,1,0,0,1,1,0,1
2020,2020-10-11,Brasileiro Série A,Ceará,Corinthians,47.38,49.38,0.436,0.2866,0.2773,1.29,0.99,45.4,38.2,2.0,1.0,2.31,0.71,0.87,0.68,team1,team1,team1,1,1,0,1,1,1,0,1
2020,2020-10-11,Brasileiro Série A,Internacional,Atlético Paranaense,60.1,51.89,0.5292,0.18,0.2908,1.28,0.62,29.4,25.5,2.0,1.0,1.52,1.96,1.35,1.15,team1,team1,team1,1,1,0,1,1,0,0,1
2020,2020-10-11,Major League Soccer,Chicago Fire,DC United,42.05,23.65,0.703,0.1132,0.1837,2.13,0.71,34.9,5.1,2.0,1.0,1.11,1.09,1.26,1.63,team1,team1,team1,1,1,1,1,0,1,0,0
2020,2020-10-11,Mexican Primera Division Torneo Apertura,Santos Laguna,Tijuana,50.97,42.6,0.4811,0.2452,0.2737,1.5,0.99,18.0,39.0,2.0,0.0,1.05,0.57,1.66,0.66,team1,team1,team2,1,0,1,0,0,0,1,0
2020,2020-10-11,Major League Soccer,Portland Timbers,San Jose Earthquakes,40.71,33.44,0.5349,0.2569,0.2082,2.07,1.39,3.3,34.3,3.0,0.0,2.01,0.91,2.49,1.33,team1,team1,team2,1,0,0,0,0,0,0,0
2020,2020-10-13,Brasileiro Série A,Flamengo,Goiás,69.92,38.77,0.8411,0.0478,0.1111,2.81,0.54,90.4,47.8,2.0,1.0,3.04,0.43,3.49,0.39,team1,team1,team1,1,1,0,1,0,0,0,0
2020,2020-10-14,Brasileiro Série A,Palmeiras,Coritiba,61.57,39.44,0.6559,0.1234,0.2206,1.77,0.61,18.0,42.7,1.0,3.0,1.4,2.08,2.13,0.75,team1,team2,team2,0,1,0,0,1,0,0,0
2020,2020-10-14,Brasileiro Série A,Grêmio,Botafogo,61.63,44.92,0.6066,0.1698,0.2236,1.81,0.84,10.0,36.9,3.0,1.0,1.6,1.83,1.62,0.76,team1,team1,team2,1,0,0,1,0,0,0,1
2020,2020-10-14,Major League Soccer,FC Cincinnati,Columbus Crew,23.79,42.26,0.2759,0.4397,0.2844,0.92,1.24,6.8,10.7,2.0,1.0,1.58,1.06,0.67,0.85,team2,team1,team2,0,0,0,1,1,1,0,1
2020,2020-10-14,Major League Soccer,Orlando City SC,New York City FC,42.58,48.22,0.4206,0.3308,0.2486,1.49,1.29,6.8,7.0,1.0,1.0,1.16,1.89,1.12,2.52,team1,tie,team2,0,0,1,1,1,0,1,0
2020,2020-10-14,Major League Soccer,Montreal Impact,New England Revolution,29.54,42.35,0.3605,0.3897,0.2498,1.36,1.42,31.9,4.2,2.0,3.0,1.95,3.09,1.48,1.41,team2,team2,team1,1,0,0,0,1,1,0,0
2020,2020-10-14,Brasileiro Série A,Santos,Atlético Goianiense,57.36,43.61,0.5672,0.1911,0.2418,1.65,0.84,8.7,40.3,0.0,1.0,0.93,0.77,1.23,0.46,team1,team2,team2,0,1,0,1,0,1,0,0
2020,2020-10-14,Major League Soccer,Toronto FC,New York Red Bulls,48.78,38.92,0.6009,0.1813,0.2178,1.88,0.92,34.0,9.8,1.0,1.0,1.92,1.09,1.12,1.36,team1,tie,team1,0,0,0,1,0,1,1,1
2020,2020-10-14,Major League Soccer,Inter Miami CF,Atlanta United FC,43.85,38.28,0.526,0.2165,0.2575,1.5,0.86,46.3,45.7,1.0,1.0,1.77,0.58,1.34,0.82,team1,tie,team1,0,0,1,1,0,1,1,1
2020,2020-10-14,Major League Soccer,DC United,Philadelphia Union,24.62,47.02,0.2341,0.5217,0.2442,1.0,1.62,2.1,20.0,2.0,2.0,2.25,1.13,0.82,1.48,team2,tie,team2,0,0,0,1,1,0,0,0
2020,2020-10-14,Major League Soccer,Houston Dynamo,Nashville SC,35.19,30.67,0.5085,0.2301,0.2614,1.46,0.89,28.9,33.9,1.0,3.0,1.71,1.35,2.02,0.48,team1,team2,team2,0,1,1,0,0,0,0,0
2020,2020-10-14,Brasileiro Série A,Atlético Paranaense,Corinthians,52.6,48.54,0.4837,0.2328,0.2835,1.3,0.81,38.6,43.0,0.0,1.0,0.77,1.0,1.03,0.4,team1,team2,team2,0,1,0,1,0,1,0,0
2020,2020-10-14,Brasileiro Série A,Sport Recife,Internacional,42.34,59.51,0.29100000000000004,0.4382,0.2707,1.04,1.34,39.8,28.9,3.0,5.0,1.38,1.6,1.44,1.27,team2,team2,team1,1,0,0,0,0,0,0,0
2020,2020-10-14,Major League Soccer,FC Dallas,Sporting Kansas City,39.64,41.71,0.46799999999999997,0.2924,0.2396,1.63,1.24,18.5,5.1,1.0,0.0,2.11,1.03,1.37,0.83,team1,team1,team1,1,1,0,0,0,0,1,0
2020,2020-10-14,Brasileiro Série A,Atletico Mineiro,Fluminense,61.04,50.86,0.6125,0.1669,0.2206,1.84,0.84,63.9,8.7,1.0,1.0,2.16,0.86,2.2,0.72,team1,tie,team1,0,0,0,1,0,1,0,1
2020,2020-10-14,Major League Soccer,Real Salt Lake,Portland Timbers,34.07,41.58,0.4245,0.3329,0.2426,1.55,1.34,25.8,7.8,2.0,1.0,1.97,1.25,0.73,1.46,team1,team1,team1,1,1,1,1,1,1,0,1
2020,2020-10-14,Major League Soccer,Vancouver Whitecaps,Los Angeles FC,20.71,52.65,0.1778,0.64,0.1822,1.19,2.38,19.7,7.1,2.0,1.0,2.06,1.36,0.8,1.06,team2,team1,team1,0,1,0,0,1,1,0,1
2020,2020-10-14,Major League Soccer,Los Angeles Galaxy,San Jose Earthquakes,39.59,32.59,0.5562,0.2383,0.2055,2.1,1.32,41.2,42.8,0.0,4.0,0.46,2.17,0.96,1.92,team1,team2,team2,0,1,0,0,1,0,0,0
2020,2020-10-15,Brasileiro Série A,Flamengo,Bragantino,70.23,45.92,0.7613,0.0831,0.1556,2.37,0.65,80.7,44.8,1.0,1.0,1.9,0.84,1.32,0.51,team1,tie,team1,0,0,0,1,0,1,1,1
2020,2020-10-15,Mexican Primera Division Torneo Apertura,Atlético San Luis,Querétaro,37.27,40.3,0.3585,0.3647,0.2769,1.3,1.31,4.6,40.1,2.0,1.0,1.53,0.43,0.64,0.93,team2,team1,team2,0,0,0,1,1,0,0,1
2020,2020-10-16,French Ligue 1,Dijon FCO,Stade Rennes,47.42,68.28,0.2202,0.5214,0.2584,0.96,1.62,40.1,50.3,1.0,1.0,0.95,0.84,0.98,1.45,team2,tie,team2,0,0,1,0,1,1,1,1
2020,2020-10-16,English League Championship,Derby County,Watford,43.12,63.24,0.2079,0.5345,0.2576,0.98,1.73,24.0,47.5,0.0,1.0,0.43,0.4,0.45,0.62,team2,team2,team2,1,1,0,0,1,0,1,1
